codigo,titulo,autor,fecha_publicacion,precio
3453864026,Die optimale Bewerbung.,Thomas R. Schmidt,2002,6.18
440406404,The Summer I Shrank My Grandmother,Elvira Woodruff,1992,18.8
929923901,Wild Animals (Draw Science Series),Nina Kidd,1992,7.7
446512478,Dear Stranger,Catherine Kidwell,1983,17.12
385417845,Woman Without a Past,Phyllis A. Whitney,1991,2.45
385312121,The Secret of the Villa Mimosa,Elizabeth Adler,1995,36.0
553273280,Rich and Reckless,Barney Leason,1988,8.52
425177351,Bio-Strike (Tom Clancy's Power Plays (Paperback)),Jerome Preisler,2000,15.8
312912153,Deadly Blessing,Steve Salerno,1988,8.93
671836862,CODE CONQUISTDOR,Kelli M. Gary,1982,2.03
1558020837,The Falstaff Cross (Falstaff Cross),John Kern,1988,2.24
055311767X,Imperial 109,Richard Doyle,0,5.22
312974256,Welcome to Temptation,Jennifer Crusie,2001,18.51
449222470,Justice for Some,Kate Wilhelm,1994,9.8
052341899X,Hitler's Daughter,Timothy B. Benford,1983,4.36
689846223,Anne of Green Gables (Aladdin Classics),Lucy  Maud Montgomery,2001,33.31
70504253,The McGraw-Hill Handbook of  Business Letters,Roy W. Poe,1993,2.33
067088782X,Woman's Day Crafts for the Home,Woman's Day Magazine,2000,5.4
1893010023,High Times Presents Paul Krassner's Pot Stories for the Soul,Paul Krassner,1999,7.46
743456246,Hamlet II: Ophelia's Revenge,David Bergantino,2003,3.46
141439556,Wuthering Heights (Penguin Classics),Emily Bronte,2003,43.25
679425268,Sole Survivor,DEAN KOONTZ,1997,32.83
446608815,Pop Goes the Weasel,James Patterson,2000,68.15
515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,3.85
440984696,Tiger Eyes,Judy Blume,1982,33.94
515114006,Private Scandals,Nora Roberts,1994,8.12
375401601,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,1999,2.93
446610348,Knight in My Bed,Sue-Ellen Welfonder,2002,7.15
517431491,Historical Encyclopedia Of World War I,Marcel Baudot,1984,21.41
300069766,Maps and History: Constructing Images of the Past,Jeremy Black,1997,3.65
140178406,Aunt Dimity's Death (Aunt Dimity (Paperback)),Nancy Atherton,1993,4.2
399149392,Chesapeake Blue (Quinn Brothers (Hardcover)),Nora Roberts,2002,2.5
312875681,Forests of the Heart (Newford),Charles de Lint,2001,3.59
385413041,Beach Music,PAT CONROY,1995,12.22
385308078,Midnight Lemonade,Ann Goethe,1993,15.98
395771382,So Far from the Bamboo Grove: And Related Readings (Literature Connections),Yoko Kawashim Watkins,1997,7.53
451523385,Wuthering Heights (Signet Classic),Emily Bronte,1993,6.27
140440224,"The Canterbury Tales, in Modern English",Geoffrey Chaucer,2000,1.74
871138611,The Adventures of Miles and Isabel,Tom Gilling,2002,6.49
380789663,"Green Shadows, White Whale : A Novel of Ray Bradbury's Adventures Making Moby Dick with John Huston in Ireland",Ray Bradbury,1998,50.5
380789590,Quicker than the Eye,Ray Bradbury,1997,23.14
316769495,Franny and Zooey,J.D. Salinger,1991,3.13
1551662809,Just For The Summer,Laura Van Wormer,1997,12.06
1410784924,Myths of the Super Parent: Finding the Power of Real Parenting,"Elizabeth Sledden, Ph.D. Dybell",2003,13.18
670880728,Bridget Jones's Diary,Helen Fielding,1998,2.1
385472943,The Runaway Jury,JOHN GRISHAM,1996,15.0
679452354,Still Me,Christopher Reeve,1998,4.32
142003727,Revenge of the Middle-Aged Woman,Elizabeth Buchan,2003,19.5
2253036218,Nouveaux contes de la folie ordinaire,Charles Bukowski,1985,10.47
2290308404,Differentes saisons,Stephen King,2000,3.52
2738107915,Les nourritures affectives,Boris Cyrulnik,2000,9.86
2844121578,Mersonne ne m'aime,Mireille Cardot,2003,4.55
2264002190,Les amants maudits (10/18),Katia Granoff,1979,6.24
2266072242,L'Ali�?�cniste,Caleb Carr,1996,5.82
1591299357,Releasing the Demons,Sirrus Poe,2003,45.5
373703384,Mariah,Sandra Canfield,1988,5.08
671047515,Hell's Kitchen,Jeffery Deaver,2001,4.53
553581767,Manhattan Is My Beat,JEFFERY DEAVER,2000,6.55
039308700X,Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,1994,5.65
553801341,From the Corner of His Eye,Dean R. Koontz,2000,9.51
375803017,The Halloween Tree,Ray Bradbury,1999,34.48
671039725,Carrie,Stephen King,2002,12.08
345389425,Violin,Anne Rice,1998,6.01
671660209,LOVE STINKS: THE ROMANTIC'S GUIDE TO BREAKING UP WITHOUT BREAKING DOWN,Joy Overbeck,1990,8.12
345422317,The Genesis Code,John Case,1998,4.29
140169598,Naked Beneath My Clothes: Tales of a Revealing Nature,Rita Rudner,1993,9.23
671883429,"Recovery (Star Trek, Book 73)",J.M. Dillard,1995,45.86
671722891,TAMING OF THE SHREW,William Shakespeare,1992,9.59
441115985,Conan 05/Adventurer,L. Sprague de Camp,1983,1.74
553234706,Complete Guide to the Tarot,Eden Gray,1982,17.0
067153873X,"Twilight's End (Star Trek, Book 77)",Jerry Oltion,1996,3.1
671869124,"The Better Man (Star Trek, Book 72)",Howard Weinstein,1994,42.61
451142934,Skeleton Crew,Stephen King,1986,1.51
068805935X,How Did They Do That,Caroline Sutton,1985,4.37
786862564,Make the Connection: Ten Steps to a Better Body and a Better Life,Bob Greene,1996,2.6
967575613,Tales from the Dark Tower,Joseph Vargo,2003,11.04
345388623,Elephants' Graveyard,Karin McQuillan,1994,4.83
445407158,Nobody's Perfect,Donald E. Westlake,1989,2.24
553568787,Carriage Trade,Stephen Birmingham,1995,4.59
345382528,The Highwayman and Mr. Dickens,William J. Palmer,1994,74.7
446363049,Vortex,Larry Bond,1992,7.7
671017241,Fountain Society,Wes Craven,2000,31.06
849939518,"Snowboarding ...to the Extreme: Rippin' (Short Cuts Series , No 1)",Sigmund Brouwer,1996,25.45
740738089,Blueprint for Disaster: A Get Fuzzy Collection,Darby Conley,2003,6.35
451526929,Hamlet (Signet Classics (Paperback)),William Shakespeare,1998,7.75
446676209,Bosom Buddies : Lessons and Laughter on Breast Health and Cancer,Rosie O'Donnell,1999,10.03
747553327,The Bluebird Caf�c,Rebecca Smith,2001,28.26
571134173,The Burning Book,Maggie Gee,1983,2.66
865733279,Quilting for Beginners (Seams Sew Easy),The Editors of Creative Publishing international,1998,4.35
451408462,Drop Dead Gorgeous,Heather Graham,1998,8.82
446517399,There Was a Little Girl,Ed McBain,1994,13.22
440173922,The Ring,Danielle Steel,1983,11.96
61031992,A Theory of Relativity,Jacquelyn Mitchard,2002,1.4
156394014,A Haunted House and Other Short Stories,Virginia Woolf,1966,51.42
517703858,Spiritual Parenting: A Guide to Understanding and Nurturing the Heart of Your Child,Hugh Prather,1996,11.69
425159671,The Dream Stalker,Margaret Coel,1997,9.26
1551668084,Storm Warning,Dinah Mccall,2001,5.19
843948892,Savage Honor,Cassie Edwards,2001,7.65
038081014X,The Last Good Man,Kathleen Eagle,2001,14.96
344244991X,Cave Canem. Ein Felidae- Roman.,Akif Pirincci,2001,5.14
051513306X,The Shape of Snakes,Minette Walters,2002,14.03
805065393,Awake,Elizabeth Graver,2004,14.3
764226770,Coming Home,David Lewis,2004,12.15
425195244,Beauty Queen (Berkley Sensation),Julia London,2004,2.75
60527412,For the First Time,Kathryn Smith,2003,2.19
042519213X,On What Grounds (Coffeehouse Mystery),Cleo Coyle,2003,12.6
671042513,The Last Chance Cafe : A Novel,Linda Lael Miller,2003,5.71
045121188X,A Distinction of Blood (Mystery of Georgian England),Hannah March,2004,3.16
446611468,A Place Called Rainwater,Dorothy Garlock,2003,27.85
451211790,Louisa and the Missing Heiress (Louisa May Alcott Mystery Series),Anna Maclean,2004,2.7
451408020,Forbidden Magic,Jo Beverley,1998,17.37
373225628,Protecting His Own (Harlequin Intrigue 562),Molly Rice,2000,9.68
373289138,"Man Of The Mist (Harlequin Historical, No 313)",Elizabeth Mayne,1996,10.44
60531231,When He Was Wicked (Bridgerton Family Series),Julia Quinn,2004,6.75
037322558X,"Never Too Late (43 Light St.) (Intrigue, 558)",Rebecca York,2000,3.1
312990030,The Dragon King's Palace (A Sano Ichiro Mystery),Laura Joh Rowland,2004,10.66
373224648,"Heat Of Passion (Harlequin Intrigue, No 464)",Alice Orr,1998,34.95
451211839,Skylark,Jo Beverley,2004,19.75
821760955,Highland Honor,Hannah Howell,1999,5.52
425104346,Darkfall,Dean R. Koontz,1996,8.55
425198057,The London Blitz Murders,Max Allan Collins,2004,6.67
451210646,Undone,Virginia Henley,2003,41.95
440224551,The Blood of Roses,Marsha Canham,1998,50.6
843953780,Eyeliner of the Gods,Katie Maxwell,2004,4.54
440237556,The Dark Highlander,Karen Marie Moning,2002,16.45
373245025,Cattleman's Honor  (winchester brides),Pamela Toth,2002,8.44
373226667,"The Duke's Covert Mission  (The Carradignes:  A Royal Mystery) (Harlequin Intrigue Series, No. 666)",Julie Miller,2002,10.28
373224613,"Ransom My Heart (Home To Texas) (Harlequin Intrigue, No 461)",Jim Wilson,1998,13.62
373226772,"When Lightning Strikes  (Sign Of The Gray Wolf) (Harlequin Intrigue, No. 677)",Aimee Thurlo,2002,7.39
373226144,"Familiar Lullaby (Fear Familiar) (Harlequin Intrigue, No 614)",Caroline Burnes,2001,8.17
037312273X,"To Marry McAllister  (Bachelor Cousins) (Harlequin Presents, No. 2273)",Carole Mortimer,2002,16.67
373225806,"Little Boy Lost (Secret Identity) (Intrigue, 580)",Adrianne Lee,2000,11.84
373225857,"Agent'S Secret Child (Texas Confidential) (Intrigue, 585)",B. J. Daniels,2000,21.73
505522837,The Magic of Christmas (Leisure and Love Spell),Emma Craig,1998,7.23
61084476,Misbegotten,Tamara Leigh,1996,15.58
61000205,Father and Son,Peter Maas,2002,22.1
590251627,"Claudia and Mean Janine (Baby-Sitters Club, 7)",Ann M. Martin,1995,7.57
590251619,"Kristy's Big Day (Baby-Sitters Club, 6)",Ann M. Martin,1995,1.31
590251600,"Dawn and the Impossible Three (Baby-Sitters Club, 5)",Ann M. Martin,1995,2.16
1551669420,Mad About The Man,Stella Cameron,2002,16.23
152017682,"The Darkangel: The Darkangel Trilogy, Volume I",Meredith Ann Pierce,1998,8.59
425176614,Nightswimmer,Joseph Olshan,2000,9.79
1581960085,My Secret Boyfriend (Young Adult Fiction),Lurlene McDaniel,2004,6.18
515134511,The Killing Dance (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1997,4.39
486277879,The Way of the World (Dover Thrift Editions),William Congreve,1994,5.75
1932344268,Does God have a Remote Control,Jenelle Feyh,2003,3.88
967024250,What Is Becoming Clearer To Me,Joseph Maynard Eastman,2002,7.88
096702420X,Angel On Board,EJ Thornton,1998,11.85
446520802,The Notebook,Nicholas Sparks,1996,10.82
375500995,What We Keep,ELIZABETH BERG,1998,9.07
62502514,Healing Words: The Power of Prayer and the Practice of Medicine,Larry Dossey,1993,22.46
425168468,Practical Magic,Alice Hoffman,1998,4.22
553227467,Red Dragon,Thomas Harris,1982,7.9
140372628,The Mysterious Adventures of Sherlock Holmes (Puffin Classics),"Arthur Conan, Sir Doyle",1996,5.51
394728815,Blow-Up: And Other Stories,Julio Cortazar,1985,12.16
963930400,Secrets to Running a Successful Business : How to Have Fun Getting More Business,Angelica Rose,1993,4.87
963930419,Living Life As You Always Dreamed,Angelica Rose,2002,5.51
515130966,Riptide,Catherine Coulter,2001,65.5
1551667339,White Lies,Linda Howard,2003,4.33
1571430237,Treasure: The Trials of a Teenage Terror and Her Mom,Gina Davidson,1994,9.96
590474804,Call Waiting,R. L. Stine,1995,9.75
8433967304,Particulas Elementales,Michel Houellebecq,2002,10.39
60152583,Unbearable Lightness of Being,Milans Kundera,1984,40.5
374512647,Ripening Seed (Noonday Press Book; 506),Colette,1975,9.56
394743040,Ravishing of Lol Stein,MARGUERITE DURAS,1986,9.09
394623266,Destroy She Said,Marguerite Duras,1986,7.72
20191200,"A Night at the Movies: Or, You Must Remember This (Collier fiction)",Robert Coover,1988,26.67
394744756,Kiss of the spider woman,Manuel Puig,1980,12.99
394552369,The War: A Memoir,Marguerite Duras,1986,9.11
375757147,Shrub : The Short but Happy Political Life of George W. Bush,Molly Ivins,2000,40.52
440206146,Black Sunday,Thomas Harris,1991,39.65
60392436,Anti-Aging Zone,Barry Sears,1998,16.31
805064222,The Good German: A Novel,Joseph Kanon,2001,7.29
8804408863,Bar Sport,Stefano Benni,1976,4.64
140274316,This Life (BBC),Colman,1999,5.93
8401463017,El Hombre Que Susurraba Al Oido De Los Caballos,Nicholas Evans,1997,5.2
609607804,I'm Next: The Strange Journey of America's Most Unlikely Superhero,Bill Goldberg,2000,31.4
3548265383,Vom Kriege. Ungek�?¼rzter Text.,Carl von Clausewitz,1998,5.17
618129014,The Lord of the Rings (Movie Art Cover),J. R. R. Tolkien,2001,1.77
055338189X,"Love, Greg &amp; Lauren",Greg Manning,2002,27.3
385509529,You Are Not a Stranger Here (Today Show Book Club #2),ADAM HASLETT,2002,7.13
821601806,"Clotel: Or, the President's Daughter : A Narrative of Slave Life in the United States",William Wells Brown,1989,8.16
345329732,Final Payments,Mary Gordon,1994,6.8
1563521083,If Forever Came Tomorrow...: These Are the Things I'd Like to Do Today,Lee J. Painter,1994,3.84
449200256,Power of Positive Thinking,Norman V Peale,1982,3.52
684195976,BODY FARM,Patricia Cornwell,1994,10.01
042506073X,The Great Entertainers,Reader's Digest Books Editors,1983,7.19
312971494,Black and White,Dan Mahoney,2000,6.01
451112121,Kate the Life of Katherine Hepburn (Signet Book),Charles Higham,1981,25.88
515123536,Before I Wake,Eric Bowman,1998,16.87
037324195X,"Every Cowgirl'S Dream (That Special Woman) (Silhouette Special Edition , No 1195)",Arlene James,1998,11.21
312954700,"Husband, Lover, Spy",Janice Pennington,1995,8.64
671672495,SYMPHONY,Adrian Savage,1992,8.04
425092917,The Accidental Tourist,Anne Tyler,1994,10.01
449911519,Secret History : A Novel,DONNA TARTT,1996,10.77
440236754,Sunset in St. Tropez,Danielle Steel,2003,7.61
881660949,"Grandma Knows Best, But No One Ever Listens!",Mary McBride,1999,6.73
451173317,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,1997,59.53
451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,2.52
743446593,Detour : My Bipolar Road Trip in 4-D,Lizzie Simon,2002,2.79
068483068X,Gone With the Wind,Margaret Mitchell,1936,6.27
759695377,Celestial Voices,Lian Frost,2002,28.74
340512660,Pigs Ahoy!,Hans Wilhelm,1990,14.53
99623404,Roofworld,Fowler,1992,9.67
014035008X,Little Women (Puffin Classics),Louisa M. Alcott,1953,3.94
684813440,Joshua In The Holy Land,Joseph Girzone,1995,9.73
684813459,JOSHUA AND THE CHILDREN,Joseph Girzone,1995,3.26
684813467,JOSHUA,Joseph Girzone,1995,18.85
553283111,Quiet As a Nun (Jemima Shore Mysteries),Antonia Fraser,1991,11.3
30448565,Doonesbury's Greatest Hits,G. B. Trudeau,1978,16.67
140188479,Black Lamb and Grey Falcon: A Journey Through Yugoslavia (Twentieth-Century Classics),Rebecca West,1995,6.25
446393681,The Theory of Everything,Lisa Grunwald,1992,2.24
067177879X,CYBERPUNK: OUTLAWS AND HACKERS ON THE COMPUTER FRONTIER,Katie Hafner,1992,17.76
553238744,How to Break Your Addiction to a Person,Howard M. Halpern,1983,2.06
20199600,GREAT GATSBY (REISSUE),F. Scott Fitzgerald,1988,6.72
553210211,Wuthering Heights,Emily Bronte,1981,10.54
743211227,"The Prize Winner of Defiance, Ohio : How My Mother Raised 10 Kids on 25 Words or Less",Terry Ryan,2001,5.35
553560441,The Road to Omaha,Robert Ludlum,1993,5.13
445405627,The Maul and the Pear Tree,T. A. Critchley,1987,11.19
440201705,Heaven and Hell,JOHN JAKES,1988,7.63
61090565,Under Fire: An American Story,Oliver L. North,1992,4.0
553297422,The Deceiver,Frederick Forsyth,1995,8.8
515117617,Happy Are Those Who Mourn,Andrew M. Greeley,1995,4.92
449217264,Alaska,James A. Michener,1994,4.11
345298349,Gorky Park,Martin Cruz Smith,1993,2.92
345372050,You Just Don't Understand,DEBORAH TANNEN,1991,26.9
809130157,Living Simply in an Anxious World: An Invitation to Perspective,Robert J. Wicks,1989,4.69
60919833,"Love, Medicine and Miracles : Lessons Learned about Self-Healing from a Surgeon's Experience with Exceptional Patients",Bernie S. Siegel,1990,3.48
553199803,Day of the Jackal,Frederick Forsyth,1992,2.19
553269100,Lighthouse,Eugenia Price,1972,6.27
345311183,C.B. Greenfield: The Piano Bird,Lucille Kallen,1991,19.59
553236776,Last Respects,Catherine Aird,1984,5.52
553236687,Parting Breath,Catherine Aird,1983,11.17
155369046X,Summer in a Red Mustang With Cookies,Boo King,2001,17.98
312971303,Catch Me (A Jay Fletcher Thriller),A. J. Holt,2001,23.94
067188414X,"Foreign Foes (Star Trek The Next Generation, No 31)",Dave Galanter,1994,3.31
440215404,Sins of the Blood,Dristine Kathryn Rusch,1994,42.1
1863736522,Seasonal Adjustments,Adib Khan,1995,13.53
1869503368,Letters from the Fire,Alma A. Hromic,1999,6.97
1589610024,The Pleasure of His Company: A Kendra Clayton Mystery,Angela Henry,2002,7.53
425195473,Remember When,Nora Roberts,2004,28.36
899681069,Pollyanna,Eleanor Porter,2000,2.1
802707815,A Falcon for the Hawks,Clive Egleton,1984,13.73
241894840,Until the colours fade,Tim Jeal,1976,3.12
2219476,The way to dusty death,Alistair MacLean,1973,12.13
1551660369,Desires &amp; Deceptions,Jasmine Cresswell,1995,6.91
778321150,Down To The Bone (Mira),Karen Harper,2004,9.19
860207161,Find the Piglet,Stephen Cartwright,1984,56.36
671955543,"BLUE POODLE   BT P (Bobbsey Twins, No 1)",Laura Lee Hope,1980,11.62
140307532,The Diddakoi (Puffin Books),Rumer Godden,1975,9.88
140328335,The Ghost on the Hill (Plus S.),John Gordon,1989,2.25
6716067,"Harold and Bella, Jammy and Me (Lions)",Robert Leeson,1986,10.09
000692347X,The Clue of the Broken Locket (The Nancy Drew Mysteries),Carolyn Keene,1988,53.69
085079188X,Sunday express &amp; Daily express cartoons: Forty-third series,Giles,1989,21.5
723237840,Farmyard Noises (First Board Books),Beatrix Potter,1991,4.81
1360469,Babe Dressing,Mandy Stanley,1997,15.0
721406173,First Ladybird Key Words Picture Dictionary,J. McNally,1980,23.7
948535156,The Lettermen in the Garden,Roger Knights,1993,10.26
059070592X,Postman Pat's Wet Day (Postman Pat - Easy Reader),John Cunliffe,1986,7.01
1374869,Baby Plays (Collins Baby and Toddler Series),Fiona Pragoff,1994,8.67
861122488,OPEN AND SAY,A First Book,1996,14.15
307122034,Thumpity Thump Gets Dressed: Story and Pictures,Cyndy Szekeres,1991,5.43
1852700483,Whose Dinner,DAVID BENNET,1988,11.88
750009861,Clothes (Peebo Board Books),Mathew Price,1991,9.32
721407501,First Picture Book: Toys (First Picture Books),Ladybird Books,1987,75.0
1858282160,The Internet &amp; World Wide Web Version 2.0: The Rough Guide (2nd ed),Elaine Frisine,1996,62.38
140276904,Jemima J,Jane Green,0,3.16
3453868315,Black Hawk Down. Roman zum Film.,Mark Bowden,2002,10.27
3442450020,JR.,William Gaddis,2001,8.33
3404148665,Illuminati.,Dan Brown,2003,3.2
967819946,Final Copy,Jan Brogan,2001,12.72
3630869459,Die Asche meiner Mutter. Irische Erinnerungen.,Frank McCourt,1996,7.01
1551666650,Hurricane Bay,Heather Graham,2003,9.34
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,10.72
802139612,Dumped: An Anthology,B. Delores Max,2003,17.5
812966627,10th Grade : A Novel,JOE WEISBERG,2003,10.84
806943238,Two-In-One Crosswords: Hard And Easy Clues For Every Puzzle,J. Baxter Newgate,2000,9.79
096737930X,Rock Pickers Guide to Lake Superior's North Shore,Mark Stensaas,2003,12.51
531162192,Storm Chasers (Watts Library (Paperback)),Trudi Strain Trueit,2002,10.35
439083699,Franklin's Neighborhood (Franklin),Paulette Bourgeois,1999,6.55
B0000633PU,The Story of Aladdin and the Wonderful Lamp,S. Lane Poole,0,8.54
60739487,Wringer,Jerry Spinelli,2004,14.49
60739495,Walk Two Moons,Sharon Creech,2004,5.43
60739444,Julie of the Wolves,Jean Craighead George,2004,12.0
743437314,The Merchant of Death (Pendragon Series #1),D.J. MacHale,2002,8.3
006073941X,Bridge to Terabithia,Katherine Paterson,2004,35.7
439633737,Dragons of Deltora #1: Dragon's Nest,Emily Rodda,2004,59.92
439253233,"The Forests of Silence (Deltora Quest, 1)",Emily Rodda,2001,20.55
034536208X,Fair and Tender Ladies,Lee Smith,1989,7.51
553230212,Parsifal Mosaic,Robert Ludlum,1983,5.45
1579903002,"The Weekend Crafter: Rubber Stamp Carving: Techniques, Designs &amp; Projects",Luann Udell,2002,5.75
762727942,The Letterboxer's Companion,Randy Hall,2003,9.09
1590591224,Geocaching: Hike and Seek with Your GPS,Erik Sherman,2004,8.18
787108960,The Hitchhiker's Guide to the Galaxy: Live in Concert,Douglas Adams,1996,7.29
812522133,Trouble and Her Friends,Melissa Scott,1998,9.26
014028852X,Difficult Conversations: How to Discuss what Matters Most,Douglas Stone,2000,24.83
1887424148,Attention Deficit Disorder : A Different Perception,Thom Hartmann,1997,5.77
60928174,After the Affair: Healing the Pain and Rebuilding Trust When a Partner Has Been Unfaithful,Janis A. Spring,1997,44.92
425063879,Northern Girl,Elizabeth A. Lynn,1983,8.97
1563890895,"A Game of You (Sandman, Book 5)",Neil Gaiman,1993,10.23
425064921,Dancers of Arun,Elizabeth A. Lynn,1983,5.38
425061957,Watchtower,Elizabeth A. Lynn,1983,13.77
1878424483,The Four Agreements Companion Book : Using the Four Agreements to Master the Dream of Your Life,Miguel Ruiz,2000,4.79
789205106,Cats Up Close (Tiny Folios (Hardcover)),Vicki Croke,1998,6.76
679445358,If... (Questions for the Game of Life),Evelyn McFarlane,1995,4.95
1861870612,Words on Strength and Perseverance (Helen Exley Giftbook),Helen Exley,1998,13.1
804831904,Code of the Samurai: A Modern Translation of the Bushido Shoshinsu,Yuzan Daidoji,1999,27.87
517163446,"Meow Te Ching: The Way to Contentment, Serenity, and Getting What You Want",Meow Tzu,2001,4.72
1565123778,In Code: A Mathematical Journey,Sarah Flannery,2002,55.17
553578731,"I, Jedi (Star Wars (Random House Paperback))",Michael A. Stackpole,1999,4.34
20292651,Be Expert with Map and Compass,Bjön  Kjellström,1994,12.71
898866294,"Wilderness Navigation: Finding Your Way Using Map, Compass, Altimeter, &amp; Gps",Bob Burns,1999,7.95
1904492355,Matabele Gold,Michael J. Hunt,2003,4.46
440118700,Cry for the Strangers,John Saul,1986,4.37
380710897,Among Schoolchildren,Tracy Kidder,1990,1.43
615116426,"Marching Through Culpeper : A Novel of Culpeper, Virginia, Crossroads of the Civil War",Virginia Beard Morton,2000,3.2
590457241,You Be the Jury: Courtroom III (You Be the Jury),Marvin Miller,1992,12.01
553242172,Red Pony,John Steinbeck,1983,4.92
553800949,Final Target,Iris Johansen,2001,10.25
330328913,Consider the Lily,Elizabeth Buchan,1994,19.3
738867543,Tripping the Ballerina,Paul Ware,2001,8.09
349105715,Complicity,Iain Banks,0,46.93
057114456X,Immortality,Milan Kundera,0,12.7
3257205082,Maigret und die junge Tote.,Georges Simenon,1997,11.58
849955815,God's Promises And Answers For Your Life,Nelson Word Publishing Group,1999,8.6
590101129,War of the Worlds,H. G. Wells,1976,11.61
069811406X,Fat Chance,Leslea Newman,1996,20.23
373612605,Just One Look (Cooper's Corner),Joanna Wayne,2003,9.7
140430083,The Personal History of David Copperfield (Penguin Classics),Charles Dickens,1966,15.5
1582340722,Scepticism Inc.,Bo Fowler,2000,4.81
373822030,Stevie's Chase,Justine Davis,2000,29.0
60000791,The Treasure of Montsegur: A Novel of the Cathars,Sophy Burnham,2002,4.26
006050918X,City of the Beasts,Isabel Allende,2002,19.0
140124381,Better Than Life,Doug Naylor,2004,19.3
8434860058,Gran Angular: La Hija Del Mar,B Doherty,0,16.8
039305747X,Crescent: A Novel,Diana Abu-Jaber,2003,17.21
689303173,The Dark Is Rising (Dark is Rising (Hardcover)),Susan Cooper,1973,10.21
140441654,Utopia (Penguin Classics),Thomas More,1965,12.08
140158014,Ramming the shears: A collection of drawings,Michael Leunig,1990,17.03
140118047,Blindfold Horse Memoirs of a Persian,Shusha Guppy,0,2.72
732264472,"The World from Italy: Football, Food and Politics",George Negus,2002,10.17
394759753,The Complete Book of Massage,CLARE MAXWELL-HUDSON,1988,6.0
910147140,World Treasury of Great Poems,John Campbell,1989,3.23
895778742,Reader's Digest Complete Book of Embroidery,Melinda Coss,1996,5.59
821723502,Abracadabra,Stephen Gresham,1988,12.33
345418271,Foucault's Pendulum,Umberto Eco,1997,2.37
534005411,Poems: Wadsworth Handbook and Anthology,Charles Frederick Main,1978,5.02
804114277,Prizes,Erich Segal,1996,13.41
671795570,FOURSOME : FOURSOME,Jeremiah Healy,1994,1.43
312955006,The Concrete Blonde (A Harry Bosch Novel),Michael Connelly,1995,4.46
440236169,Birdman,Mo Hayder,2000,6.07
425178552,Wake Up Little Susie (Sam McCain Mysteries),Ed Gorman,2001,57.8
312278284,The Easter Parade : A Novel,Richard Yates,2001,9.25
014071491X,Titus Andronicus (The Pelican Shakespeare),William Shakespeare,2000,5.55
1902825969,The Bluffer's Guide to Rugby: Bluff Your Way in Rugby,Alexander C. Rae,1999,8.41
380803240,"Talon of the Silver Hawk (Conclave of Shadows, Book 1)",Raymond E. Feist,2004,8.73
843952407,The Doorkeepers,Graham Masterton,2003,30.53
553235400,Pigman,Paul Zindel,1978,16.59
679723110,Grendel,John Champlin Gardner,1989,22.31
140430350,Vanity Fair (English Library),William Makepeace Thackeray,1969,8.66
037325024X,Out of the Blue (Red Dress Ink (Paperback)),Isabel Wolff,2003,5.58
743463544,The Man I Should Have Married,Pamela Redmond Satran,2003,6.53
193152713X,A Journey to Hell and Back,Charlotte Russell Johnson,2002,3.14
1400060222,Getting Mother's Body : A Novel,SUZAN-LORI PARKS,2003,12.16
61057908,Acorna's Quest (Acorna (Paperback)),Anne McCaffrey,1999,1.42
61050946,Acorna's People (Acorna (Hardcover)),Anne McCaffrey,1999,17.2
61044431,The Salaryman's Wife (Children of Violence Series),Sujata Massey,2000,7.96
802140149,"I, Lucifer: Finally, the Other Side of the Story",Glen Duncan,2003,19.34
006093140X,The Golden Notebook : Perennial Classics edition (Perennial Classics),Doris M. Lessing,1999,4.94
345351878,Restoree,Anne McCaffrey,1990,4.51
441003389,Freedom's Landing,Anne McCaffrey,1996,2.81
441005314,Freedom's Choice,Anne McCaffrey,1998,3.82
61057894,Acorna: The Unicorn Girl (Acorna (Paperback)),Anne McCaffrey,1998,2.31
380720868,"Shadow of a Dark Queen (The Serpentwar Saga, Book 1)",Raymond E. Feist,1995,14.67
078670621X,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,1999,5.38
393315606,Morality Play,Barry Unsworth,1996,14.49
60936231,Soul Mountain,Gao Xingjian,2001,25.81
156002108,Towing Jehovah (Harvest Book),James Morrow,1995,13.25
786864400,The First Victim,Ridley Pearson,1999,9.17
140178139,Leviathan (Contemporary American Fiction),Paul Auster,1993,9.07
8432206725,Los Misterios De Madrid (Biblioteca breve),Antonio Munoz Molina,1995,3.34
8055103291,Cucoriedkaren,Július Satinský,2002,13.52
440219930,Eyes of a Stranger (Laurel-Leaf Books),Sharon E. Heisel,1997,2.44
8085128829,Moji milí Slováci: Listy rodákom o nebezpecenstvách ktor�c im hrozia,Július Satinský,1991,24.0
395640229,"Pacific War Diary, 1942-1945",James J. Fahey,1992,10.81
60178248,The Passion Dream Book: A Novel,Whitney Otto,1997,6.91
8804351616,I sensi incantati: Romanzo (Scrittori italiani),Alberto Bevilacqua,1991,9.2
1573220663,The Light of Falling Stars,J. Robert Lennon,1997,2.6
